arquivo_origem,link_atual,tipo_de_destino,destino_sugerido,confianca_sugestao,motivo,acao_recomendada
blog/compra-imovel-litoral-visita-tecnica-checklist-2026.html,../visita-imovel-litoral-perguntas-fazer-corretor-2026.html,interno_relativo,blog/visita-imovel-litoral-perguntas-fazer-corretor-2026.html,ALTA,slug existe em blog/visita-imovel-litoral-perguntas-fazer-corretor-2026.html,corrigir_caminho
blog/compra-imovel-na-planta-litoral-sp-2026.html,../compra-imovel-heranca-inventario-litoral-2026.html,interno_relativo,blog/compra-imovel-heranca-inventario-litoral-2026.html,ALTA,slug existe em blog/compra-imovel-heranca-inventario-litoral-2026.html,corrigir_caminho
blog/compra-imovel-na-planta-litoral-sp-2026.html,../direitos-deveres-aluguel-temporada-litoral-2026.html,interno_relativo,blog/direitos-deveres-aluguel-temporada-litoral-2026.html,ALTA,slug existe em blog/direitos-deveres-aluguel-temporada-litoral-2026.html,corrigir_caminho
blog/comprador-imovel-litoral-direito-arrependimento-2026.html,../compra-imovel-litoral-documentacao-entrega-2026.html,interno_relativo,blog/compra-imovel-litoral-documentacao-entrega-2026.html,ALTA,slug existe em blog/compra-imovel-litoral-documentacao-entrega-2026.html,corrigir_caminho
blog/comprar-apartamento-vista-mar-porto-da-lua-2026.html,../servicos.html,interno_relativo,servicos.html,ALTA,destino existe,manter
blog/comprar-apartamento-vista-mar-porto-da-lua-2026.html,../education/cursos/index.html,interno_relativo,education/cursos/index.html,ALTA,destino existe,manter
blog/comprar-apartamento-vista-mar-porto-da-lua-2026.html,../cidades/santos.html,interno_relativo,cidades/santos.html,ALTA,destino existe,manter
blog/comprar-apartamento-vista-mar-porto-da-lua-2026.html,../bairros/index.html,interno_relativo,bairros/index.html,ALTA,destino existe,manter
blog/comprar-apartamento-vista-mar-porto-da-lua-2026.html,../sitemap.xml,interno_relativo,https://praia.digital/sitemap.xml,BAIXA,arquivo não existe localmente; usar URL absoluta oficial,substituir_por_cdn
blog/comprar-casa-na-praia-primeiro-imovel-em-são-vicente-2026-07-13.html,../servicos.html,interno_relativo,servicos.html,ALTA,destino existe,manter
blog/comprar-casa-na-praia-primeiro-imovel-em-são-vicente-2026-07-13.html,../education/cursos/index.html,interno_relativo,education/cursos/index.html,ALTA,destino existe,manter
blog/comprar-casa-na-praia-primeiro-imovel-em-são-vicente-2026-07-13.html,../cidades/santos.html,interno_relativo,cidades/santos.html,ALTA,destino existe,manter
blog/comprar-casa-na-praia-primeiro-imovel-em-são-vicente-2026-07-13.html,../bairros/index.html,interno_relativo,bairros/index.html,ALTA,destino existe,manter
blog/comprar-casa-na-praia-primeiro-imovel-em-são-vicente-2026-07-13.html,../sitemap.xml,interno_relativo,https://praia.digital/sitemap.xml,BAIXA,arquivo não existe localmente; usar URL absoluta oficial,substituir_por_cdn
blog/comprar-imovel-bertioga-2026.html,../comparativo-cidades-litoral-por-perfil-2026.html,interno_relativo,comparativo-cidades-litoral-por-perfil-2026.html,ALTA,destino existe,manter
blog/comprar-imovel-bertioga-2026.html,../financiamento-imovel-litoral-2026.html,interno_relativo,,BAIXA,destino não encontrado,revisar_manual
blog/comprar-imovel-bertioga-2026.html,../rentabilidade-imoveis-praia-2026.html,interno_relativo,blog/rentabilidade-imoveis-praia-2026.html,ALTA,slug existe em blog/rentabilidade-imoveis-praia-2026.html,corrigir_caminho
blog/comprar-imovel-bertioga-2026.html,../riviera-sao-lourenco-vs-litoral-norte-comparacao-2026.html,interno_relativo,,BAIXA,destino não encontrado,revisar_manual
blog/comprar-imovel-bertioga-2026.html,../education/cursos/comprar-imovel-praia-sem-golpes/index.html,interno_relativo,education/cursos/comprar-imovel-praia-sem-golpes/index.html,ALTA,destino existe,manter
blog/comprar-imovel-bertioga-2026.html,../aluguel-temporada-bertioga.html,interno_relativo,blog/aluguel-temporada-bertioga.html,ALTA,slug existe em blog/aluguel-temporada-bertioga.html,corrigir_caminho
blog/comprar-imovel-bertioga-2026.html,../bairros/bertioga/index.html,interno_relativo,bairros/bertioga/index.html,ALTA,destino existe,manter
blog/comprar-imovel-bertioga-2026.html,../bairros/bertioga/riviera.html,interno_relativo,bairros/bertioga/riviera.html,ALTA,destino existe,manter
blog/comprar-imovel-bertioga-2026.html,../bairros/bertioga/centro.html,interno_relativo,bairros/bertioga/centro.html,ALTA,destino existe,manter
blog/comprar-imovel-bertioga-2026.html,../cidades/bertioga.html,interno_relativo,cidades/bertioga.html,ALTA,destino existe,manter
blog/comprar-imovel-bertioga-2026.html,../guia-investidor-imovel-litoral.html,interno_relativo,guia-investidor-imovel-litoral.html,ALTA,destino existe,manter
blog/comprar-imovel-caraguatatuba-2026.html,../financiamento-imovel-litoral-2026.html,interno_relativo,,BAIXA,destino não encontrado,revisar_manual
blog/comprar-imovel-caraguatatuba-2026.html,../rentabilidade-imoveis-praia-2026.html,interno_relativo,blog/rentabilidade-imoveis-praia-2026.html,ALTA,slug existe em blog/rentabilidade-imoveis-praia-2026.html,corrigir_caminho
blog/comprar-imovel-caraguatatuba-2026.html,../comparativo-cidades-litoral-por-perfil-2026.html,interno_relativo,comparativo-cidades-litoral-por-perfil-2026.html,ALTA,destino existe,manter
blog/comprar-imovel-caraguatatuba-2026.html,../education/cursos/comprar-imovel-praia-sem-golpes/index.html,interno_relativo,education/cursos/comprar-imovel-praia-sem-golpes/index.html,ALTA,destino existe,manter
blog/comprar-imovel-caraguatatuba-2026.html,../aluguel-temporada-caraguatatuba.html,interno_relativo,,BAIXA,destino não encontrado,revisar_manual
blog/comprar-imovel-caraguatatuba-2026.html,../bairros/caraguatatuba/index.html,interno_relativo,bairros/caraguatatuba/index.html,ALTA,destino existe,manter
blog/comprar-imovel-caraguatatuba-2026.html,../bairros/caraguatatuba/centro.html,interno_relativo,bairros/caraguatatuba/centro.html,ALTA,destino existe,manter
blog/comprar-imovel-caraguatatuba-2026.html,../bairros/caraguatatuba/camburi.html,interno_relativo,bairros/caraguatatuba/camburi.html,ALTA,destino existe,manter
blog/comprar-imovel-caraguatatuba-2026.html,../cidades/caraguatatuba.html,interno_relativo,cidades/caraguatatuba.html,ALTA,destino existe,manter
blog/comprar-imovel-caraguatatuba-2026.html,../roteiro-1-dia-caraguatatuba-compradores-imoveis-2026.html,interno_relativo,blog/roteiro-1-dia-caraguatatuba-compradores-imoveis-2026.html,ALTA,slug existe em blog/roteiro-1-dia-caraguatatuba-compradores-imoveis-2026.html,corrigir_caminho
blog/comprar-imovel-guaruja-2026.html,../aluguel-temporada-litoral-guia-completo.html,interno_relativo,blog/aluguel-temporada-litoral-guia-completo.html,ALTA,slug existe em blog/aluguel-temporada-litoral-guia-completo.html,corrigir_caminho
blog/comprar-imovel-guaruja-2026.html,../financiamento-imovel-litoral-2026.html,interno_relativo,,BAIXA,destino não encontrado,revisar_manual
blog/comprar-imovel-guaruja-2026.html,../comparativo-cidades-litoral-por-perfil-2026.html,interno_relativo,comparativo-cidades-litoral-por-perfil-2026.html,ALTA,destino existe,manter
blog/comprar-imovel-guaruja-2026.html,../education/cursos/comprar-imovel-praia-sem-golpes/index.html,interno_relativo,education/cursos/comprar-imovel-praia-sem-golpes/index.html,ALTA,destino existe,manter
blog/comprar-imovel-guaruja-2026.html,../aluguel-temporada-guaruja.html,interno_relativo,,BAIXA,destino não encontrado,revisar_manual
blog/comprar-imovel-guaruja-2026.html,../bairros/guaruja/index.html,interno_relativo,bairros/guaruja/index.html,ALTA,destino existe,manter
blog/comprar-imovel-guaruja-2026.html,../bairros/guaruja/jardim-acapulco.html,interno_relativo,,BAIXA,destino não encontrado,revisar_manual
blog/comprar-imovel-guaruja-2026.html,../bairros/guaruja/enseada.html,interno_relativo,bairros/guaruja/enseada.html,ALTA,destino existe,manter
blog/comprar-imovel-guaruja-2026.html,../cidades/guaruja.html,interno_relativo,cidades/guaruja.html,ALTA,destino existe,manter
blog/comprar-imovel-guaruja-2026.html,../comprar-imovel-bertioga-2026.html,interno_relativo,blog/comprar-imovel-bertioga-2026.html,ALTA,slug existe em blog/comprar-imovel-bertioga-2026.html,corrigir_caminho
blog/comprar-imovel-na-planta-litoral-sp-2026.html,../riviera-de-sao-lourenco-vs-litoral-norte-sp-2026.html,interno_relativo,blog/riviera-de-sao-lourenco-vs-litoral-norte-sp-2026.html,ALTA,slug existe em blog/riviera-de-sao-lourenco-vs-litoral-norte-sp-2026.html,corrigir_caminho
blog/comprar-imovel-na-planta-litoral-sp-2026.html,../quanto-custa-morar-em-bertioga-2026.html,interno_relativo,blog/quanto-custa-morar-em-bertioga-2026.html,ALTA,slug existe em blog/quanto-custa-morar-em-bertioga-2026.html,corrigir_caminho
blog/comprar-imovel-na-planta-litoral-sp-2026.html,../bairros/bertioga/riviera-de-sao-lourenco.html,interno_relativo,,BAIXA,destino não encontrado,revisar_manual
blog/comprar-imovel-na-planta-litoral-sp-2026.html,../cidades/bertioga.html,interno_relativo,cidades/bertioga.html,ALTA,destino existe,manter
blog/comprar-imovel-na-planta-litoral-sp-2026.html,../education/cursos/analise-de-rentabilidade/index.html,interno_relativo,education/cursos/analise-de-rentabilidade/index.html,ALTA,destino existe,manter
blog/comprar-imovel-na-planta-litoral-sp-2026.html,../imoveis/,interno_relativo,,BAIXA,destino não encontrado,revisar_manual
blog/comprar-imovel-planta-entrega-2027-riscos-cuidados-litoral-2026.html,../documentacao-compra-imovel-litoral-guia-2026.html,interno_relativo,blog/documentacao-compra-imovel-litoral-guia-2026.html,ALTA,slug existe em blog/documentacao-compra-imovel-litoral-guia-2026.html,corrigir_caminho
blog/comprar-imovel-praia-2026-vs-2027.html,../servicos.html,interno_relativo,servicos.html,ALTA,destino existe,manter
blog/comprar-imovel-praia-2026-vs-2027.html,../education/cursos/index.html,interno_relativo,education/cursos/index.html,ALTA,destino existe,manter
blog/comprar-imovel-praia-2026-vs-2027.html,../cidades/santos.html,interno_relativo,cidades/santos.html,ALTA,destino existe,manter
blog/comprar-imovel-praia-2026-vs-2027.html,../bairros/index.html,interno_relativo,bairros/index.html,ALTA,destino existe,manter
blog/comprar-imovel-praia-2026-vs-2027.html,../sitemap.xml,interno_relativo,https://praia.digital/sitemap.xml,BAIXA,arquivo não existe localmente; usar URL absoluta oficial,substituir_por_cdn
blog/comprar-imovel-sao-sebastiao-2026.html,../css/style.css,interno_relativo,https://praia.digital/css/style.css,BAIXA,arquivo não existe localmente; usar URL absoluta oficial,substituir_por_cdn
blog/comprar-imovel-sao-sebastiao-2026.html,/,interno_absoluto,,BAIXA,destino não encontrado,revisar_manual
blog/comprar-imovel-sao-sebastiao-2026.html,../imoveis.html,interno_relativo,imoveis.html,ALTA,destino existe,manter
blog/comprar-imovel-sao-sebastiao-2026.html,../servicos.html,interno_relativo,servicos.html,ALTA,destino existe,manter
blog/comprar-imovel-sao-sebastiao-2026.html,../blog/,interno_relativo,,BAIXA,destino não encontrado,revisar_manual
blog/comprar-imovel-sao-sebastiao-2026.html,../contato.html,interno_relativo,contato.html,ALTA,destino existe,manter
blog/comprar-imovel-sao-sebastiao-2026.html,../servicos-ia-imobiliarias-santos.html,interno_relativo,servicos-ia-imobiliarias-santos.html,ALTA,destino existe,manter
blog/comprar-imovel-sao-sebastiao-2026.html,../politica-privacidade.html,interno_relativo,politica-privacidade.html,ALTA,destino existe,manter
blog/comprar-ou-alugar-litoral-paulista-2026.html,../servicos.html,interno_relativo,servicos.html,ALTA,destino existe,manter
blog/comprar-ou-alugar-litoral-paulista-2026.html,../education/cursos/index.html,interno_relativo,education/cursos/index.html,ALTA,destino existe,manter
blog/comprar-ou-alugar-litoral-paulista-2026.html,../cidades/santos.html,interno_relativo,cidades/santos.html,ALTA,destino existe,manter
blog/comprar-ou-alugar-litoral-paulista-2026.html,../bairros/index.html,interno_relativo,bairros/index.html,ALTA,destino existe,manter
blog/comprar-ou-alugar-litoral-paulista-2026.html,../sitemap.xml,interno_relativo,https://praia.digital/sitemap.xml,BAIXA,arquivo não existe localmente; usar URL absoluta oficial,substituir_por_cdn
blog/condominio-alto-padrao-yield.html,../servicos.html,interno_relativo,servicos.html,ALTA,destino existe,manter
blog/condominio-alto-padrao-yield.html,../education/cursos/index.html,interno_relativo,education/cursos/index.html,ALTA,destino existe,manter
blog/condominio-alto-padrao-yield.html,../cidades/santos.html,interno_relativo,cidades/santos.html,ALTA,destino existe,manter
blog/condominio-alto-padrao-yield.html,../bairros/index.html,interno_relativo,bairros/index.html,ALTA,destino existe,manter
blog/condominio-alto-padrao-yield.html,../sitemap.xml,interno_relativo,https://praia.digital/sitemap.xml,BAIXA,arquivo não existe localmente; usar URL absoluta oficial,substituir_por_cdn
blog/condominio-fechado-litoral-paulista-vale-pena-2026.html,../servicos.html,interno_relativo,servicos.html,ALTA,destino existe,manter
blog/condominio-fechado-litoral-paulista-vale-pena-2026.html,../education/cursos/index.html,interno_relativo,education/cursos/index.html,ALTA,destino existe,manter
blog/condominio-fechado-litoral-paulista-vale-pena-2026.html,../cidades/santos.html,interno_relativo,cidades/santos.html,ALTA,destino existe,manter
blog/condominio-fechado-litoral-paulista-vale-pena-2026.html,../bairros/index.html,interno_relativo,bairros/index.html,ALTA,destino existe,manter
blog/condominio-fechado-litoral-paulista-vale-pena-2026.html,../sitemap.xml,interno_relativo,https://praia.digital/sitemap.xml,BAIXA,arquivo não existe localmente; usar URL absoluta oficial,substituir_por_cdn
blog/condominio-litoral-assembleia-regras-locacao-2026.html,../condominio-litoral-regras-aluguel-temporada-2026.html,interno_relativo,blog/condominio-litoral-regras-aluguel-temporada-2026.html,ALTA,slug existe em blog/condominio-litoral-regras-aluguel-temporada-2026.html,corrigir_caminho
blog/condominio-litoral-regras-aluguel-temporada-2026.html,../aluguel-temporada-litoral-contrato-modelo-pronto-2026.html,interno_relativo,blog/aluguel-temporada-litoral-contrato-modelo-pronto-2026.html,ALTA,slug existe em blog/aluguel-temporada-litoral-contrato-modelo-pronto-2026.html,corrigir_caminho
blog/condominio-litoral-regras-multas-como-funciona-2026.html,../imovel-litoral-condominio-area-comum-regras-2026.html,interno_relativo,blog/imovel-litoral-condominio-area-comum-regras-2026.html,ALTA,slug existe em blog/imovel-litoral-condominio-area-comum-regras-2026.html,corrigir_caminho
blog/consorcio-aderon-contratar-2026.html,../style.css,interno_relativo,https://praia.digital/css/style.css,BAIXA,arquivo não existe localmente; usar URL absoluta oficial,substituir_por_cdn
blog/consorcio-aderon-contratar-2026.html,/,interno_absoluto,,BAIXA,destino não encontrado,revisar_manual
blog/consorcio-aderon-contratar-2026.html,../consorcio.html,interno_relativo,consorcio.html,ALTA,destino existe,manter
blog/consorcio-aderon-contratar-2026.html,../servicos.html,interno_relativo,servicos.html,ALTA,destino existe,manter
blog/consorcio-aderon-contratar-2026.html,../education/cursos/index.html,interno_relativo,education/cursos/index.html,ALTA,destino existe,manter
blog/consorcio-aderon-contratar-2026.html,../cidades/santos.html,interno_relativo,cidades/santos.html,ALTA,destino existe,manter
blog/consorcio-aderon-contratar-2026.html,../bairros/index.html,interno_relativo,bairros/index.html,ALTA,destino existe,manter
blog/consorcio-aderon-contratar-2026.html,../sitemap.xml,interno_relativo,https://praia.digital/sitemap.xml,BAIXA,arquivo não existe localmente; usar URL absoluta oficial,substituir_por_cdn
blog/consorcio-automoveis-2026-economia-carro-2026.html,../style.css,interno_relativo,https://praia.digital/css/style.css,BAIXA,arquivo não existe localmente; usar URL absoluta oficial,substituir_por_cdn
blog/consorcio-automoveis-2026-economia-carro-2026.html,/,interno_absoluto,,BAIXA,destino não encontrado,revisar_manual
blog/consorcio-automoveis-2026-economia-carro-2026.html,../consorcio.html,interno_relativo,consorcio.html,ALTA,destino existe,manter
blog/consorcio-automoveis-2026-economia-carro-2026.html,../servicos.html,interno_relativo,servicos.html,ALTA,destino existe,manter
blog/consorcio-automoveis-2026-economia-carro-2026.html,../education/cursos/index.html,interno_relativo,education/cursos/index.html,ALTA,destino existe,manter
blog/consorcio-automoveis-2026-economia-carro-2026.html,../cidades/santos.html,interno_relativo,cidades/santos.html,ALTA,destino existe,manter
blog/consorcio-automoveis-2026-economia-carro-2026.html,../bairros/index.html,interno_relativo,bairros/index.html,ALTA,destino existe,manter
blog/consorcio-automoveis-2026-economia-carro-2026.html,../sitemap.xml,interno_relativo,https://praia.digital/sitemap.xml,BAIXA,arquivo não existe localmente; usar URL absoluta oficial,substituir_por_cdn
blog/consorcio-imobiliario-litoral-aluguel-temporada-2026.html,../style.css,interno_relativo,https://praia.digital/css/style.css,BAIXA,arquivo não existe localmente; usar URL absoluta oficial,substituir_por_cdn
blog/consorcio-imobiliario-litoral-aluguel-temporada-2026.html,/,interno_absoluto,,BAIXA,destino não encontrado,revisar_manual
blog/consorcio-imobiliario-litoral-aluguel-temporada-2026.html,../consorcio.html,interno_relativo,consorcio.html,ALTA,destino existe,manter
blog/consorcio-imobiliario-litoral-aluguel-temporada-2026.html,../servicos.html,interno_relativo,servicos.html,ALTA,destino existe,manter
blog/consorcio-imobiliario-litoral-aluguel-temporada-2026.html,../education/cursos/index.html,interno_relativo,education/cursos/index.html,ALTA,destino existe,manter
blog/consorcio-imobiliario-litoral-aluguel-temporada-2026.html,../cidades/santos.html,interno_relativo,cidades/santos.html,ALTA,destino existe,manter
blog/consorcio-imobiliario-litoral-aluguel-temporada-2026.html,../bairros/index.html,interno_relativo,bairros/index.html,ALTA,destino existe,manter
blog/consorcio-imobiliario-litoral-aluguel-temporada-2026.html,../sitemap.xml,interno_relativo,https://praia.digital/sitemap.xml,BAIXA,arquivo não existe localmente; usar URL absoluta oficial,substituir_por_cdn
blog/consorcio-imobiliario-vs-financiamento-2026.html,../style.css,interno_relativo,https://praia.digital/css/style.css,BAIXA,arquivo não existe localmente; usar URL absoluta oficial,substituir_por_cdn
blog/consorcio-imobiliario-vs-financiamento-2026.html,/,interno_absoluto,,BAIXA,destino não encontrado,revisar_manual
blog/consorcio-imobiliario-vs-financiamento-2026.html,../consorcio.html,interno_relativo,consorcio.html,ALTA,destino existe,manter
blog/consorcio-imobiliario-vs-financiamento-2026.html,../servicos.html,interno_relativo,servicos.html,ALTA,destino existe,manter
blog/consorcio-imobiliario-vs-financiamento-2026.html,../education/cursos/index.html,interno_relativo,education/cursos/index.html,ALTA,destino existe,manter
blog/consorcio-imobiliario-vs-financiamento-2026.html,../cidades/santos.html,interno_relativo,cidades/santos.html,ALTA,destino existe,manter
blog/consorcio-imobiliario-vs-financiamento-2026.html,../bairros/index.html,interno_relativo,bairros/index.html,ALTA,destino existe,manter
blog/consorcio-imobiliario-vs-financiamento-2026.html,../sitemap.xml,interno_relativo,https://praia.digital/sitemap.xml,BAIXA,arquivo não existe localmente; usar URL absoluta oficial,substituir_por_cdn
blog/consorcio-litoral-paulista-guia-investidor-2026.html,../style.css,interno_relativo,https://praia.digital/css/style.css,BAIXA,arquivo não existe localmente; usar URL absoluta oficial,substituir_por_cdn
blog/consorcio-litoral-paulista-guia-investidor-2026.html,/,interno_absoluto,,BAIXA,destino não encontrado,revisar_manual
blog/consorcio-litoral-paulista-guia-investidor-2026.html,../consorcio.html,interno_relativo,consorcio.html,ALTA,destino existe,manter
blog/consorcio-litoral-paulista-guia-investidor-2026.html,../servicos.html,interno_relativo,servicos.html,ALTA,destino existe,manter
blog/consorcio-litoral-paulista-guia-investidor-2026.html,../education/cursos/index.html,interno_relativo,education/cursos/index.html,ALTA,destino existe,manter
blog/consorcio-litoral-paulista-guia-investidor-2026.html,../cidades/santos.html,interno_relativo,cidades/santos.html,ALTA,destino existe,manter
blog/consorcio-litoral-paulista-guia-investidor-2026.html,../bairros/index.html,interno_relativo,bairros/index.html,ALTA,destino existe,manter
blog/consorcio-litoral-paulista-guia-investidor-2026.html,../sitemap.xml,interno_relativo,https://praia.digital/sitemap.xml,BAIXA,arquivo não existe localmente; usar URL absoluta oficial,substituir_por_cdn
blog/consorcio-para-corretores-imobiliarios-2026.html,../style.css,interno_relativo,https://praia.digital/css/style.css,BAIXA,arquivo não existe localmente; usar URL absoluta oficial,substituir_por_cdn
blog/consorcio-para-corretores-imobiliarios-2026.html,/,interno_absoluto,,BAIXA,destino não encontrado,revisar_manual
blog/consorcio-para-corretores-imobiliarios-2026.html,../servicos.html,interno_relativo,servicos.html,ALTA,destino existe,manter
blog/consorcio-para-corretores-imobiliarios-2026.html,../education/cursos/index.html,interno_relativo,education/cursos/index.html,ALTA,destino existe,manter
blog/consorcio-para-corretores-imobiliarios-2026.html,../cidades/santos.html,interno_relativo,cidades/santos.html,ALTA,destino existe,manter
blog/consorcio-para-corretores-imobiliarios-2026.html,../bairros/index.html,interno_relativo,bairros/index.html,ALTA,destino existe,manter
blog/consorcio-para-corretores-imobiliarios-2026.html,../sitemap.xml,interno_relativo,https://praia.digital/sitemap.xml,BAIXA,arquivo não existe localmente; usar URL absoluta oficial,substituir_por_cdn
blog/construcao-imovel-litoral-legalidade-2026.html,../documentacao-compra-imovel-leilao-litoral-2026.html,interno_relativo,blog/documentacao-compra-imovel-leilao-litoral-2026.html,ALTA,slug existe em blog/documentacao-compra-imovel-leilao-litoral-2026.html,corrigir_caminho
blog/construcao-sustentavel-imoveis-litoral-guia-2026.html,../eficiencia-energetica-imoveis-litoral-reduzir-custo-2026.html,interno_relativo,blog/eficiencia-energetica-imoveis-litoral-reduzir-custo-2026.html,ALTA,slug existe em blog/eficiencia-energetica-imoveis-litoral-reduzir-custo-2026.html,corrigir_caminho
blog/construcao-sustentavel-imoveis-litoral-guia-2026.html,../pegada-ecologica-imoveis-litoral-medir-reduzir-2026.html,interno_relativo,blog/pegada-ecologica-imoveis-litoral-medir-reduzir-2026.html,ALTA,slug existe em blog/pegada-ecologica-imoveis-litoral-medir-reduzir-2026.html,corrigir_caminho
blog/construcao-sustentavel-litoral-paulista-2026.html,../energia-solar-imoveis-litoral-guia-2026.html,interno_relativo,blog/energia-solar-imoveis-litoral-guia-2026.html,ALTA,slug existe em blog/energia-solar-imoveis-litoral-guia-2026.html,corrigir_caminho
blog/construcao-sustentavel-litoral-paulista-2026.html,../eficiencia-energetica-imoveis-litoral-reduzir-custo-2026-v2.html,interno_relativo,blog/eficiencia-energetica-imoveis-litoral-reduzir-custo-2026-v2.html,ALTA,slug existe em blog/eficiencia-energetica-imoveis-litoral-reduzir-custo-2026-v2.html,corrigir_caminho
blog/construir-vs-comprar-imovel-litoral-2026.html,../compra-imovel-litoral-investimento-checklist-pre-investimento-2026.html,interno_relativo,blog/compra-imovel-litoral-investimento-checklist-pre-investimento-2026.html,ALTA,slug existe em blog/compra-imovel-litoral-investimento-checklist-pre-investimento-2026.html,corrigir_caminho
blog/construtora-digital-litoral-paulista-2026.html,../servicos.html,interno_relativo,servicos.html,ALTA,destino existe,manter
blog/construtora-digital-litoral-paulista-2026.html,../education/cursos/index.html,interno_relativo,education/cursos/index.html,ALTA,destino existe,manter
blog/construtora-digital-litoral-paulista-2026.html,../cidades/santos.html,interno_relativo,cidades/santos.html,ALTA,destino existe,manter
blog/construtora-digital-litoral-paulista-2026.html,../bairros/index.html,interno_relativo,bairros/index.html,ALTA,destino existe,manter
blog/construtora-digital-litoral-paulista-2026.html,../sitemap.xml,interno_relativo,https://praia.digital/sitemap.xml,BAIXA,arquivo não existe localmente; usar URL absoluta oficial,substituir_por_cdn
blog/construtora-responsavel-imovel-litoral-sinais-2026.html,../analise-risco-imoveis-planta-litoral-proteger-investimento-2026.html,interno_relativo,blog/analise-risco-imoveis-planta-litoral-proteger-investimento-2026.html,ALTA,slug existe em blog/analise-risco-imoveis-planta-litoral-proteger-investimento-2026.html,corrigir_caminho
blog/construtoras-digitais-litoral-paulista.html,/,interno_absoluto,,BAIXA,destino não encontrado,revisar_manual
blog/construtoras-digitais-litoral-paulista.html,../sitemap.xml,interno_relativo,https://praia.digital/sitemap.xml,BAIXA,arquivo não existe localmente; usar URL absoluta oficial,substituir_por_cdn
blog/construtoras-digitais-litoral-paulista.html,../servicos.html,interno_relativo,servicos.html,ALTA,destino existe,manter
blog/construtoras-digitais-litoral-paulista.html,../education/cursos/index.html,interno_relativo,education/cursos/index.html,ALTA,destino existe,manter
blog/construtoras-digitais-litoral-paulista.html,../cidades/santos.html,interno_relativo,cidades/santos.html,ALTA,destino existe,manter
blog/construtoras-digitais-litoral-paulista.html,../bairros/index.html,interno_relativo,bairros/index.html,ALTA,destino existe,manter
blog/construtoras-parceiras-lancamentos-corretores-2026.html,../sitemap.xml,interno_relativo,https://praia.digital/sitemap.xml,BAIXA,arquivo não existe localmente; usar URL absoluta oficial,substituir_por_cdn
blog/construtoras-parceiras-lancamentos-corretores-2026.html,../servicos.html,interno_relativo,servicos.html,ALTA,destino existe,manter
blog/construtoras-parceiras-lancamentos-corretores-2026.html,../education/cursos/index.html,interno_relativo,education/cursos/index.html,ALTA,destino existe,manter
blog/construtoras-parceiras-lancamentos-corretores-2026.html,../cidades/santos.html,interno_relativo,cidades/santos.html,ALTA,destino existe,manter
blog/construtoras-parceiras-lancamentos-corretores-2026.html,../bairros/index.html,interno_relativo,bairros/index.html,ALTA,destino existe,manter
blog/consultoria-ia-imobiliaria-litoral-paulista-leve.html,/,interno_absoluto,,BAIXA,destino não encontrado,revisar_manual
blog/consultoria-ia-imobiliaria-litoral-paulista-leve.html,../sitemap.xml,interno_relativo,https://praia.digital/sitemap.xml,BAIXA,arquivo não existe localmente; usar URL absoluta oficial,substituir_por_cdn
blog/consultoria-ia-imobiliaria-litoral-paulista-leve.html,../servicos.html,interno_relativo,servicos.html,ALTA,destino existe,manter
blog/consultoria-ia-imobiliaria-litoral-paulista-leve.html,../education/cursos/index.html,interno_relativo,education/cursos/index.html,ALTA,destino existe,manter
blog/consultoria-ia-imobiliaria-litoral-paulista-leve.html,../cidades/santos.html,interno_relativo,cidades/santos.html,ALTA,destino existe,manter
blog/consultoria-ia-imobiliaria-litoral-paulista-leve.html,../bairros/index.html,interno_relativo,bairros/index.html,ALTA,destino existe,manter
blog/consultoria-ia-imobiliaria-litoral-personalizado.html,/,interno_absoluto,,BAIXA,destino não encontrado,revisar_manual
blog/consultoria-ia-imobiliaria-litoral-personalizado.html,../sitemap.xml,interno_relativo,https://praia.digital/sitemap.xml,BAIXA,arquivo não existe localmente; usar URL absoluta oficial,substituir_por_cdn
blog/consultoria-ia-imobiliaria-litoral-personalizado.html,../servicos.html,interno_relativo,servicos.html,ALTA,destino existe,manter
blog/consultoria-ia-imobiliaria-litoral-personalizado.html,../education/cursos/index.html,interno_relativo,education/cursos/index.html,ALTA,destino existe,manter
blog/consultoria-ia-imobiliaria-litoral-personalizado.html,../cidades/santos.html,interno_relativo,cidades/santos.html,ALTA,destino existe,manter
blog/consultoria-ia-imobiliaria-litoral-personalizado.html,../bairros/index.html,interno_relativo,bairros/index.html,ALTA,destino existe,manter
blog/consultoria-ia-imobiliaria-litoral-rapida.html,../sitemap.xml,interno_relativo,https://praia.digital/sitemap.xml,BAIXA,arquivo não existe localmente; usar URL absoluta oficial,substituir_por_cdn
blog/consultoria-ia-imobiliaria-litoral-rapida.html,../servicos.html,interno_relativo,servicos.html,ALTA,destino existe,manter
blog/consultoria-ia-imobiliaria-litoral-rapida.html,../education/cursos/index.html,interno_relativo,education/cursos/index.html,ALTA,destino existe,manter
blog/consultoria-ia-imobiliaria-litoral-rapida.html,../cidades/santos.html,interno_relativo,cidades/santos.html,ALTA,destino existe,manter
blog/consultoria-ia-imobiliaria-litoral-rapida.html,../bairros/index.html,interno_relativo,bairros/index.html,ALTA,destino existe,manter
blog/conteudo-diario-imobiliaria-litoral-2026.html,../sitemap.xml,interno_relativo,https://praia.digital/sitemap.xml,BAIXA,arquivo não existe localmente; usar URL absoluta oficial,substituir_por_cdn
